Customer ID,Customer Name,Age,Gender,Location,Latitude,Longitude,Marital Status,Designation,Email ID,Purchased Product Type,Earning,Earning Potential,Marketing Costs,Revenue,Net Profit
5747,Craig Robles,37,Other,Bradleystad,NULL,NULL,Single,Amenity horticulturist,brendablack@example.net,Appliances,11300,13200,1800,2200,900
7819,Michael Brown,46,Male,Kimberlychester,NULL,NULL,Widowed,Clinical psychologist,curtis14@example.net,Books,7600,16300,8000,15400,12100
8639,Patrick Stephens,46,Male,Port Amy,NULL,NULL,Single,Animal nutritionist,joel31@example.org,Furniture,14000,20000,6700,15700,16600
1656,Larry Reid,32,Other,East Nataliebury,NULL,NULL,Divorced,Research scientist (physical sciences),wilcoxjeffrey@example.org,Clothing,19300,20100,14700,22000,23400
1450,Carrie Garza,62,Other,Davisview,NULL,NULL,Single,"Engineer, agricultural",zachary45@example.net,Books,15400,16500,8300,10700,12200
6647,Tracy Coleman,18,Female,South Jacquelinemouth,NULL,NULL,Widowed,Health and safety inspector,sharrington@example.net,Electronics,8900,9900,5300,9600,5700
4587,Suzanne Best,39,Other,Leeville,NULL,NULL,Single,Product/process development scientist,sherrysmith@example.net,Books,11000,12100,12700,21900,21900
9392,Jessica Simpson,64,Other,Michelebury,NULL,NULL,Married,IT consultant,scottryan@example.com,Electronics,9100,14600,13600,22700,22300
6599,Nicole Howell,30,Female,North Patrickside,NULL,NULL,Single,Television floor manager,rebeccamacdonald@example.com,Clothing,9500,10700,15000,17800,19200
3641,Gail Tapia,44,Other,West Jennifer,NULL,NULL,Divorced,"Exhibitions officer, museum/gallery",icoleman@example.com,Books,15500,25000,14000,22700,17800
3419,Jesse Webb,58,Other,Michaelland,NULL,NULL,Single,Building services engineer,irice@example.org,Electronics,5600,15000,3800,10600,14000
4666,Nathan Rodriguez,47,Male,West Rhonda,NULL,NULL,Widowed,Hydrogeologist,murphyalexandra@example.org,Books,9500,14200,3900,12000,10000
2189,Lori Singh,29,Other,Port Deanmouth,NULL,NULL,Divorced,"Engineer, water",wendy31@example.net,Electronics,13500,15100,7800,17800,20600
4182,David Forbes,60,Male,Ianhaven,NULL,NULL,Widowed,Tourism officer,thompsonashley@example.com,Furniture,15500,22600,14900,20900,24600
2052,Daniel Bowen Jr.,54,Male,Rodriguezborough,NULL,NULL,Widowed,Pharmacologist,steindakota@example.net,Electronics,11300,12000,10300,18800,15900
8088,Jeffrey Buchanan,45,Other,Marcville,NULL,NULL,Single,Pensions consultant,corey63@example.com,Electronics,11800,19300,14800,19300,23900
3166,Mindy Roberts,28,Female,Juliahaven,NULL,NULL,Widowed,Banker,butlermario@example.com,Clothing,9000,16100,2000,8400,9900
6699,Kelly Burke,19,Male,Port Maryfurt,NULL,NULL,Single,Music therapist,rsmith@example.org,Appliances,7700,14800,12200,16000,12700
5345,Sara Velez,30,Other,Serranofurt,NULL,NULL,Divorced,"Programmer, applications",wbeard@example.org,Appliances,14700,18900,14900,17000,17700
4245,Christopher Martinez,58,Other,Kellitown,NULL,NULL,Married,Diagnostic radiographer,hbowen@example.com,Appliances,5900,14400,6500,14900,11900
3745,Sean Fry,18,Male,Sabrinaton,NULL,NULL,Married,Metallurgist,gchan@example.net,Other,17000,18500,11800,18900,16100
7071,Bonnie Cooper,27,Female,South Carolberg,NULL,NULL,Married,Jewellery designer,rellis@example.net,Electronics,10600,15800,3600,5900,8100
5199,Pamela Chung,55,Male,Lake Gabrielchester,NULL,NULL,Married,Charity officer,walshelizabeth@example.com,Clothing,10100,14600,7300,11000,13200
1027,Virginia Warren,53,Female,New Michael,NULL,NULL,Widowed,Jewellery designer,nicholas45@example.org,Clothing,16700,25200,8600,9800,13200
7297,Gary Davis,57,Female,South Mark,NULL,NULL,Widowed,"Engineer, aeronautical",newtonrachel@example.org,Appliances,13900,23500,1800,7800,4600
4011,William Larson,38,Male,Mendozaview,NULL,NULL,Divorced,Chiropractor,linda83@example.net,Appliances,12800,18200,12500,14100,18500
2529,Benjamin Rogers,34,Other,East Holly,NULL,NULL,Single,Arts administrator,diazdarren@example.org,Furniture,10800,20000,7700,17100,21400
6429,Alicia Friedman,61,Male,Melissaland,NULL,NULL,Married,Video editor,stephen33@example.net,Books,10700,11300,9900,13200,14300
2745,Hayden Parker,52,Male,Cookmouth,NULL,NULL,Single,Materials engineer,dwright@example.org,Appliances,5600,9200,3200,12400,11900
9209,Robert Garcia,33,Other,New Janetchester,NULL,NULL,Divorced,"Designer, multimedia",ambermartinez@example.com,Clothing,9900,17500,12200,19300,14800
6907,Mr. Lee Atkinson,26,Male,Brandonside,NULL,NULL,Widowed,Dramatherapist,thompsonlauren@example.org,Books,15200,19100,4000,13700,11500
2970,Keith Clark,51,Female,Lisaville,NULL,NULL,Divorced,Regulatory affairs officer,larry66@example.net,Books,13400,17900,7000,9300,14000
8575,Tonya Soto,49,Other,Bernardmouth,NULL,NULL,Married,Operations geologist,penastephen@example.org,Books,12100,13400,6300,15000,16200
9051,Susan Thompson,51,Female,Port Carl,NULL,NULL,Married,Physiotherapist,rachel19@example.net,Electronics,6700,14000,9900,14100,12000
1945,Diana Buck,42,Female,Kerryshire,NULL,NULL,Widowed,Patent examiner,michaelorr@example.com,Books,12100,18500,11900,20200,16000
7761,Donna Hawkins,44,Male,Christophermouth,NULL,NULL,Married,Press photographer,joseph40@example.net,Books,13900,16600,5200,6300,4600
9334,Russell Ruiz,60,Male,Meganton,NULL,NULL,Married,Hospital pharmacist,whitekaren@example.org,Appliances,18000,19900,4500,7300,7000
2649,Kathryn Thomas,53,Other,Samuelmouth,NULL,NULL,Widowed,Risk analyst,madison69@example.org,Appliances,15200,23600,6200,10700,8600
2607,Christopher Smith,18,Female,South Rachel,NULL,NULL,Single,"Lighting technician, broadcasting/film/video",brendacooley@example.org,Furniture,18700,24800,6200,9000,4500
3122,Ashlee Nelson,56,Male,Lucasport,NULL,NULL,Single,IT sales professional,nancy86@example.org,Books,13400,16200,2500,12000,15500
7331,Phyllis Watson,23,Male,Ericbury,NULL,NULL,Married,Further education lecturer,armstrongpriscilla@example.org,Furniture,5700,7000,9900,13800,11400
9807,Megan Gutierrez,37,Male,Lake Christopherfurt,NULL,NULL,Widowed,"Scientist, research (maths)",jennifer37@example.com,Other,7900,12300,14600,19900,21500
1348,April Martinez,22,Female,Port Ashley,NULL,NULL,Married,Copy,adriangraham@example.net,Books,11600,18700,8100,18100,17700
5351,John Newman,22,Male,Nicholashaven,NULL,NULL,Divorced,"Designer, interior/spatial",lisa67@example.net,Appliances,9500,14200,14700,18900,18800
3927,Brandon Velez,38,Male,Lake Davidstad,NULL,NULL,Widowed,"Accountant, chartered public finance",vangrebecca@example.com,Other,19800,21200,5300,10000,11000
3751,Amanda Smith,38,Other,New Melinda,NULL,NULL,Widowed,Press photographer,jeffreyshaffer@example.org,Other,11700,21400,9200,12500,13300
3530,Brent Rivera,26,Female,South Deborah,NULL,NULL,Single,"Designer, industrial/product",cardenasjanet@example.net,Electronics,5900,9400,8400,15800,11300
9045,Robin Love,51,Male,Ronaldburgh,NULL,NULL,Married,Set designer,gutierrezkeith@example.org,Appliances,7700,15000,8400,12100,7600
4829,Robert Gilmore,45,Female,North Dennis,NULL,NULL,Single,Emergency planning/management officer,moorebonnie@example.org,Appliances,16100,18900,7800,13700,17000
7488,Oscar Torres,26,Other,Amberstad,NULL,NULL,Single,Arboriculturist,olsondebbie@example.net,Clothing,13800,19200,14100,15600,14700
4618,John Adkins,18,Male,Gonzalezport,NULL,NULL,Widowed,Veterinary surgeon,anthony43@example.net,Appliances,13000,20100,3400,9400,5700
5744,Marcus Salinas,57,Female,Alexanderfort,NULL,NULL,Widowed,Educational psychologist,igarcia@example.com,Appliances,16100,25900,4400,5000,9000
1219,Brittany Cabrera,27,Other,East Lori,NULL,NULL,Divorced,Games developer,nclark@example.org,Furniture,18000,25900,11500,19600,21200
8257,Joseph Wilson,49,Female,Williamland,NULL,NULL,Single,Equality and diversity officer,alicia11@example.org,Other,7900,15700,2500,9900,13000
4129,Cheryl Ramsey,30,Female,West Anthony,NULL,NULL,Divorced,Materials engineer,richardsrachel@example.org,Appliances,14800,23400,8000,15400,13900
3189,Jody Stewart,49,Male,Port Robertbury,NULL,NULL,Married,Armed forces training and education officer,nelsonwilliam@example.org,Clothing,19700,27900,4200,12100,16500
3645,David Saunders,44,Male,Thompsonburgh,NULL,NULL,Married,Marketing executive,tylerhoward@example.net,Books,9800,16900,4300,5200,3500
8980,Nichole Stanley,65,Other,East Patriciachester,NULL,NULL,Single,Optometrist,megan00@example.net,Appliances,11500,11800,7300,13300,15700
7028,Brett Cabrera,20,Male,Evansfort,NULL,NULL,Divorced,Diagnostic radiographer,bmills@example.com,Furniture,6100,13800,4700,7100,9000
1759,Michael Foster,35,Female,New Patricia,NULL,NULL,Divorced,Commercial/residential surveyor,hmcgee@example.com,Appliances,16100,24500,9200,15600,17800
9389,Kirsten Lee,19,Female,East Kennethfurt,NULL,NULL,Widowed,Clothing/textile technologist,djohnson@example.net,Electronics,5000,13800,7300,8800,6000
5474,Thomas Wallace,18,Other,West Kimberlytown,NULL,NULL,Widowed,Architect,ofox@example.net,Electronics,18300,21700,11000,19700,19500
9518,Andrew Jones,48,Other,Murphyside,NULL,NULL,Single,Ophthalmologist,stephanie03@example.org,Furniture,18700,19000,13500,18300,21600
6616,Wendy Ross,23,Female,Mariefurt,NULL,NULL,Married,Corporate investment banker,ddean@example.net,Furniture,10000,12300,4600,11300,11100
6935,Barry Fleming,23,Female,Lake Robertamouth,NULL,NULL,Divorced,International aid/development worker,sparker@example.com,Electronics,14300,17700,7800,11600,11200
3719,Travis Schmidt,53,Female,North Kevinview,NULL,NULL,Single,"Research officer, trade union",simpsondonald@example.net,Other,16000,24900,11600,16800,19300
1985,Mrs. Janice Johnson,24,Female,Smithchester,NULL,NULL,Widowed,"Buyer, retail",wlee@example.org,Other,6700,16400,10600,11200,14500
7044,Joshua Franklin,41,Male,Youngfurt,NULL,NULL,Single,Rural practice surveyor,bakerdominique@example.net,Appliances,13400,17300,12500,14400,10300
5611,Theresa Sullivan,18,Male,Cynthiafort,NULL,NULL,Divorced,Geochemist,humphreystacey@example.net,Electronics,13000,17300,2900,4600,6200
2167,Amanda Allen,63,Female,Lake Samantha,NULL,NULL,Divorced,Social worker,webbalexis@example.com,Electronics,8100,12500,3300,5800,4000
5382,Sharon Smith,33,Other,West Kaitlinchester,NULL,NULL,Married,Research scientist (maths),walkertiffany@example.org,Clothing,12600,12600,11300,15600,15400
1583,Patricia Beard,55,Female,New Victormouth,NULL,NULL,Widowed,Health physicist,wilsonlisa@example.net,Electronics,17900,20200,14100,19300,17100
5389,Kristina Pennington,33,Other,New Jason,NULL,NULL,Divorced,Purchasing manager,rachelvaughn@example.com,Furniture,12900,14700,8100,15300,16900
6913,Nicholas Hernandez,58,Other,West Brandon,NULL,NULL,Single,Furniture conservator/restorer,uwilson@example.com,Appliances,15400,22600,10400,16200,16300
4346,Rhonda Crawford,38,Male,Sandrahaven,NULL,NULL,Divorced,"Teacher, early years/pre",sandy83@example.net,Appliances,13300,21700,12600,14400,13900
3114,Sabrina Davis,63,Other,Victoriashire,NULL,NULL,Married,"Accountant, chartered public finance",kaylasloan@example.net,Appliances,15300,20400,13400,17400,16800
5543,Justin Wood,26,Male,Angelicaport,NULL,NULL,Single,Animal nutritionist,lflores@example.org,Furniture,12500,13300,9300,18400,19600
9329,Tonya Taylor,19,Other,Johnsonborough,NULL,NULL,Single,Early years teacher,tmalone@example.com,Books,19100,20900,1000,3300,4400
5427,Donald Gray,64,Other,Port Joe,NULL,NULL,Widowed,"Civil engineer, contracting",amandabrennan@example.com,Other,8200,17600,3300,13200,15900
9008,Curtis Hawkins,63,Male,Medinaview,NULL,NULL,Single,IT sales professional,jsanders@example.org,Furniture,9900,18000,12700,13700,8700
1627,Samuel House,32,Male,Kathleenside,NULL,NULL,Single,Financial planner,rogerstiffany@example.com,Appliances,15700,16000,10100,16300,17700
7692,Alexandra Andersen,42,Male,Guyfurt,NULL,NULL,Single,Environmental health practitioner,gary78@example.org,Electronics,14700,15800,2600,6800,3500
8375,Joseph Reyes,39,Male,West Jay,NULL,NULL,Widowed,Occupational hygienist,uyoder@example.net,Other,9400,18900,14600,22600,23200
3880,Kimberly Powell,43,Male,Bellside,NULL,NULL,Divorced,Web designer,wilkinsheather@example.com,Clothing,19500,26200,11100,13300,10400
2576,Kayla Elliott,27,Male,North Courtneyside,NULL,NULL,Divorced,Electronics engineer,kristen63@example.net,Appliances,12700,15400,6500,10500,8400
5277,Jacob Farmer,48,Female,Elizabethport,NULL,NULL,Divorced,Further education lecturer,margaretsmith@example.net,Electronics,15300,20100,11900,20000,15900
1828,Cody Hansen,52,Other,East Patrick,NULL,NULL,Married,"Surveyor, building control",lrogers@example.org,Electronics,19000,24300,6400,7100,8600
2171,Michael Harrison,36,Female,Morrischester,NULL,NULL,Single,Copy,dwilliams@example.net,Books,5000,10800,13600,13600,16800
6937,Joshua Spencer,35,Female,Jonesville,NULL,NULL,Widowed,Set designer,ghart@example.net,Appliances,12700,17000,7800,13500,12000
5696,Keith Anderson,29,Male,East Lynn,NULL,NULL,Divorced,Research scientist (maths),bbrown@example.net,Furniture,12300,14300,9200,12700,10400
3399,Kimberly Macias,32,Male,Garciatown,NULL,NULL,Married,Clinical biochemist,wwright@example.net,Electronics,10300,15000,8200,10800,7700
8112,Mary Torres,26,Female,East Michael,NULL,NULL,Widowed,"Sound technician, broadcasting/film/video",jonathan95@example.com,Appliances,16000,19900,9600,19300,16600
1772,Rodney Schwartz,51,Female,Port Emily,NULL,NULL,Single,"Scientist, research (maths)",cindy68@example.net,Electronics,19800,29000,15000,24900,21900
5775,Amanda Guerrero,43,Female,Edwardsstad,NULL,NULL,Married,Advertising account planner,victoriarodriguez@example.com,Other,13200,17300,4300,6400,6000
4187,Matthew Chan,51,Other,Russellport,NULL,NULL,Single,Software engineer,clarkpaul@example.org,Books,16900,26800,13400,20700,23400
1709,Danny Moore,52,Other,Bryantshire,NULL,NULL,Single,Press sub,walkerandrew@example.com,Electronics,16300,23500,9700,19400,23500
8766,Nicholas Nguyen,28,Male,Brownton,NULL,NULL,Married,Science writer,brownanne@example.net,Books,16300,23900,2200,4200,700
6820,Steve Robinson,34,Female,Port Michael,NULL,NULL,Married,Public relations account executive,woodjoseph@example.net,Furniture,10400,11400,2100,8300,11700
9715,Ricky Kelley,54,Female,Port Anthony,NULL,NULL,Divorced,Warden/ranger,briana38@example.com,Clothing,18000,18600,3500,13500,11400
4361,Kyle Schmitt,43,Male,East Melissashire,NULL,NULL,Single,Data scientist,johnsonchris@example.net,Appliances,17100,19000,12700,22400,22700
2160,Angela Cummings,40,Female,Nicholasborough,NULL,NULL,Divorced,"Civil engineer, consulting",amanda72@example.net,Other,9300,11300,1400,11300,10500
7603,Pamela Howard,55,Male,Georgemouth,NULL,NULL,Single,Optometrist,lawrencegonzalez@example.net,Furniture,7100,16700,4100,5200,9400
5131,James Garrett,62,Female,North Jenniferport,NULL,NULL,Divorced,Acupuncturist,vargasalexis@example.net,Other,12200,20100,5000,6600,3000
5182,Joe Perez,53,Male,Jenniferbury,NULL,NULL,Widowed,Special effects artist,lbrock@example.org,Furniture,18100,18700,12200,20000,21100
2056,Thomas Johnson,39,Female,Frederickland,NULL,NULL,Widowed,"Engineer, electrical",nicholas35@example.com,Furniture,13500,22100,12600,18100,21700
6898,Mary Wolfe,27,Male,Port Amanda,NULL,NULL,Widowed,"Engineer, maintenance (IT)",micheal19@example.com,Appliances,7300,8300,1000,9100,10200
1826,Autumn Cortez,18,Male,Deborahfurt,NULL,NULL,Widowed,Graphic designer,christian80@example.net,Books,11000,14400,11900,17300,18400
8621,Tyler Huber,45,Male,South Steven,NULL,NULL,Widowed,Sales promotion account executive,hughesmelissa@example.org,Appliances,12900,18500,6100,11200,8800
7895,Aaron Powers,43,Male,South Brenda,NULL,NULL,Married,Teaching laboratory technician,kramersheri@example.org,Books,10700,19100,4300,9700,12200
7285,Rachel Daniel,41,Male,Shawnburgh,NULL,NULL,Single,Adult guidance worker,gregorymullins@example.net,Appliances,10000,15400,8700,14800,11800
5412,Marie Brown,32,Other,Theresafurt,NULL,NULL,Single,Product designer,kathy68@example.net,Electronics,8700,14900,5000,9900,13100
9318,Desiree White DVM,40,Other,West Shannon,NULL,NULL,Widowed,Building control surveyor,fflores@example.net,Furniture,5600,13300,8000,8000,8200
4077,Ashlee Fitzgerald,22,Male,New Cody,NULL,NULL,Married,"Engineer, electronics",jgreene@example.com,Electronics,6100,11700,3300,3700,-1100
8474,Kendra Davidson,63,Female,West Victorfurt,NULL,NULL,Divorced,"Surveyor, quantity",kellyscott@example.org,Furniture,11200,16500,10200,17000,15100
5069,Wayne Silva,62,Female,Lake Johnnyshire,NULL,NULL,Single,Speech and language therapist,wilsonmelissa@example.org,Other,17100,20500,7400,9900,5400
8173,Jessica Jensen,23,Other,Port Janethaven,NULL,NULL,Widowed,"Producer, television/film/video",halladrian@example.com,Other,6800,9500,3100,12400,9000
6939,Dana Sherman,43,Other,East Jessica,NULL,NULL,Married,Civil Service fast streamer,linda25@example.com,Clothing,16600,26200,10500,15200,17500
6076,Shawn Ponce,30,Female,Lake Deborahfort,NULL,NULL,Widowed,Senior tax professional/tax inspector,keithcoffey@example.net,Books,15600,22100,5200,5300,7800
3072,Sherri Moore,18,Female,Port Williambury,NULL,NULL,Widowed,Banker,azhang@example.com,Other,19700,21100,2300,6400,3400
9136,Robert Spears,62,Female,Caitlynberg,NULL,NULL,Widowed,Outdoor activities/education manager,acasey@example.com,Electronics,9900,14300,11100,20700,17400
8291,Timothy Davis,59,Male,Valenciafurt,NULL,NULL,Married,Control and instrumentation engineer,kaitlinmartinez@example.com,Clothing,14800,20300,8800,15500,18500
3877,Christine Johnson,31,Male,Port Emilytown,NULL,NULL,Married,Writer,roygloria@example.net,Other,17600,19000,6900,9300,10800
9636,Emily Wilson,26,Male,Myersbury,NULL,NULL,Widowed,Research scientist (life sciences),sarahroberts@example.net,Clothing,15200,18800,11900,12100,7600
6224,Elizabeth Cameron,38,Male,Racheltown,NULL,NULL,Married,"Loss adjuster, chartered",jenniferfernandez@example.net,Appliances,11200,19800,3300,11900,14200
5300,Laura Foster,42,Other,Port Nicholasborough,NULL,NULL,Married,Set designer,kocheric@example.net,Books,8700,17300,3400,3400,200
8093,Walter Smith,63,Male,South Jacob,NULL,NULL,Married,Therapeutic radiographer,carlsonjames@example.com,Electronics,5100,12600,1000,9000,4700
5232,Jennifer Howard,26,Male,East Douglasborough,NULL,NULL,Married,Clinical cytogeneticist,brandtshane@example.org,Electronics,7700,13900,6400,15700,12800
5612,Jacqueline Castro,22,Female,Mckinneyburgh,NULL,NULL,Married,Midwife,boydhannah@example.net,Furniture,15800,22500,13200,16300,14600
2448,Nicholas Rivera,26,Male,Lindabury,NULL,NULL,Divorced,Data processing manager,martinchan@example.net,Clothing,10600,19100,2900,5700,3000
4012,Matthew Bush,56,Male,Tracifort,NULL,NULL,Widowed,"Producer, radio",debramartin@example.org,Furniture,9500,13400,4300,13100,14700
7276,Grace Benson,62,Female,North Douglasberg,NULL,NULL,Married,Mining engineer,amandalowe@example.net,Furniture,18200,18700,6700,11100,11200
1351,Julie Simon,45,Other,Williamtown,NULL,NULL,Single,Forensic psychologist,robinsonlisa@example.org,Electronics,16800,19600,14200,18100,20700
3649,Joel Henderson,63,Female,West Christine,NULL,NULL,Divorced,"Designer, multimedia",zpope@example.org,Appliances,6200,11200,12300,13900,16100
8646,James Nelson,58,Other,West Brandon,NULL,NULL,Married,"Psychologist, clinical",ortegaleonard@example.net,Clothing,19200,26800,1200,2500,5600
5533,Bryan Myers,31,Male,Jesusbury,NULL,NULL,Widowed,Legal executive,michaelvilla@example.com,Appliances,11300,12000,1200,6100,1300
3334,Thomas Riley,43,Female,Lake Tammyfurt,NULL,NULL,Widowed,Consulting civil engineer,lindseyamber@example.net,Books,8100,8100,9700,16100,20300
9401,Christine Anderson,41,Male,West Amberhaven,NULL,NULL,Married,Occupational psychologist,theresa21@example.org,Clothing,16600,19200,4000,11500,15800
8031,Scott Greer,57,Other,East Joseph,NULL,NULL,Divorced,Immunologist,ojackson@example.org,Electronics,8400,12200,11800,15700,19100
8196,Pamela Ruiz,58,Female,Lake Lauraview,NULL,NULL,Divorced,Estate agent,lhall@example.net,Electronics,16800,19500,4300,6400,5000
8685,Heather Duncan,61,Other,Jackport,NULL,NULL,Widowed,Hydrologist,lance85@example.com,Appliances,18500,28300,13200,14000,10000
8985,Kayla Clark,47,Female,West Maria,NULL,NULL,Married,"Producer, television/film/video",thomaschristina@example.com,Appliances,19300,21000,2800,3300,1000
4756,Carl Taylor,28,Male,Lindsaytown,NULL,NULL,Single,Chiropodist,olsonwilliam@example.org,Other,13100,22800,6800,10600,11300
7134,Kaitlin Tyler,40,Other,Jeffborough,NULL,NULL,Widowed,Volunteer coordinator,carterjulie@example.org,Other,16300,19500,10800,14500,17200
7222,Michelle Trevino,22,Female,South Kimberlybury,NULL,NULL,Widowed,Pharmacologist,deborahguerrero@example.org,Clothing,17900,21600,3200,9000,10000
8156,Alyssa Humphrey,24,Other,East Rebeccashire,NULL,NULL,Married,Planning and development surveyor,brittany70@example.org,Appliances,15900,20000,3600,12900,14000
2130,Latoya Moore,65,Other,East Latoyaville,NULL,NULL,Divorced,Clinical molecular geneticist,luis30@example.com,Books,19000,20500,3600,10200,7300
8125,Brian Reese,63,Other,Lake Jorgebury,NULL,NULL,Widowed,Toxicologist,gamblesarah@example.net,Furniture,16400,16400,9000,16600,14400
7176,Mrs. Kayla Donaldson,18,Female,Josephborough,NULL,NULL,Married,"Conservator, furniture",qroman@example.org,Furniture,9000,15300,10400,17100,17300
2852,Amanda Scott,31,Male,North Lisahaven,NULL,NULL,Married,Graphic designer,cantrellrobin@example.org,Appliances,17100,26600,8600,12900,15500
5202,James Boyd,24,Male,Bartonview,NULL,NULL,Single,"Designer, blown glass/stained glass",sharon54@example.net,Books,16500,22000,4500,10000,6800
2806,Carol Bright,59,Male,West Stephenborough,NULL,NULL,Single,IT trainer,evan42@example.org,Clothing,11600,13800,10700,19400,21800
2441,Clifford Rose,34,Male,North Brian,NULL,NULL,Single,"Surveyor, mining",scottjones@example.org,Other,11300,12900,4400,6100,10900
9345,Michael Miller,62,Male,New Nancy,NULL,NULL,Married,"Psychologist, counselling",jonathan73@example.org,Other,12000,16800,4600,8900,6200
9869,Peter Butler,37,Female,Robertport,NULL,NULL,Divorced,Best boy,lisa23@example.com,Furniture,18300,25100,2700,8900,11800
1577,Richard Phelps,43,Other,Harrybury,NULL,NULL,Widowed,Geoscientist,williamselizabeth@example.net,Books,17400,26400,14500,19000,22400
5153,Jeffrey Pierce,50,Other,Lake Barbarafurt,NULL,NULL,Married,"Buyer, industrial",carol46@example.net,Other,11100,14000,1200,10800,12300
9607,Mathew Shepard,52,Other,Shaunport,NULL,NULL,Widowed,Clothing/textile technologist,jacqueline62@example.net,Furniture,12000,18400,5200,7600,5900
3811,Kristine Palmer,22,Female,Stephanieland,NULL,NULL,Single,Race relations officer,kenneth49@example.net,Other,16200,23300,12200,14300,11400
3286,Emily Gardner,64,Female,Martinside,NULL,NULL,Divorced,Speech and language therapist,rcoleman@example.net,Books,6900,15400,9900,15000,19200
1569,Jill Chan,52,Female,Brownmouth,NULL,NULL,Widowed,Medical physicist,vincenthendrix@example.com,Other,12300,16800,6400,6600,10300
3895,Judith Kim,46,Other,Madisonshire,NULL,NULL,Divorced,"Production designer, theatre/television/film",randall84@example.net,Other,11000,11900,4800,7700,7000
6675,Frank Davis,52,Male,Port Eric,NULL,NULL,Single,Farm manager,smiththomas@example.net,Clothing,11900,16900,11500,14300,15100
1118,Kathy Garrett,43,Male,West Michelle,NULL,NULL,Single,"Surveyor, quantity",rachelsheppard@example.org,Appliances,13500,22900,12300,21600,24200
4128,Joseph Garcia,23,Female,North Amberhaven,NULL,NULL,Widowed,Customer service manager,mfuentes@example.org,Furniture,13100,13600,6500,8100,10600
8243,David Wolfe,64,Female,Mooreport,NULL,NULL,Widowed,"Biochemist, clinical",foconnor@example.com,Books,18800,24300,3200,5900,1700
9764,Casey Gonzalez,43,Female,Port Matthewtown,NULL,NULL,Divorced,Academic librarian,aaronnelson@example.com,Electronics,7000,7200,3500,12800,10700
3782,Michelle Walsh,29,Female,East Steven,NULL,NULL,Widowed,Animal nutritionist,wwilson@example.com,Books,8500,14300,4500,4700,4500
6351,Pamela Pacheco,46,Female,Lake Jessica,NULL,NULL,Widowed,Animal nutritionist,trodriguez@example.org,Electronics,8800,9700,4100,11600,11500
3438,Angela Villegas,40,Male,Franciscoville,NULL,NULL,Widowed,"Teacher, special educational needs",amanda10@example.net,Clothing,10900,14900,10800,17200,13800
6523,Wayne Wallace,34,Female,Bushshire,NULL,NULL,Divorced,"Surveyor, mining",lauren74@example.com,Furniture,14800,22100,9900,12000,8300
6131,Stephanie Jarvis,18,Male,Port Jodymouth,NULL,NULL,Married,Further education lecturer,jjohnson@example.org,Appliances,8900,14300,11900,13400,8600
4637,Emily Jackson,19,Other,Port Robert,NULL,NULL,Married,Museum education officer,sarahkennedy@example.org,Other,10400,17700,9000,13600,11100
2486,Jesse Mcclain,22,Female,Davidmouth,NULL,NULL,Single,"Restaurant manager, fast food",williamgilbert@example.org,Books,6600,11700,4500,13600,15200
3761,Catherine Stephenson,37,Female,Susanside,NULL,NULL,Married,Agricultural engineer,tuckerchristine@example.com,Clothing,15600,24600,7300,15600,17000
8836,Kari Graham,20,Other,Port Ryan,NULL,NULL,Divorced,"Surveyor, quantity",smithkimberly@example.org,Clothing,15400,23500,8000,8400,12100
9711,Kayla Carroll,19,Other,Tiffanyshire,NULL,NULL,Divorced,Editorial assistant,jason74@example.com,Electronics,13400,18700,3100,7900,8200
6724,Charles Martinez,55,Female,Lake Amy,NULL,NULL,Single,Clinical cytogeneticist,bhansen@example.com,Books,18800,22500,7300,15400,12300
4850,David Holden,49,Male,Loganland,NULL,NULL,Divorced,Interpreter,murphymark@example.com,Clothing,16900,18300,8200,11400,14100
1645,Karla Garza,41,Female,North Jasmine,NULL,NULL,Divorced,Museum education officer,lowerylindsey@example.net,Appliances,15600,20700,1600,11400,7600
9293,Sean Stewart,31,Female,West William,NULL,NULL,Widowed,Health and safety adviser,kelsey46@example.org,Electronics,6500,6700,8700,15500,12700
8266,Mark Goodman,54,Female,Matthewshire,NULL,NULL,Widowed,Exercise physiologist,danielhernandez@example.net,Other,10200,14300,6200,14100,15100
8932,Erin Romero,19,Female,Oconnellside,NULL,NULL,Single,Hotel manager,betty17@example.net,Other,15700,17800,14200,14800,17600
6115,Deborah Mccarthy,57,Female,North Kathrynfort,NULL,NULL,Divorced,Information systems manager,michael12@example.org,Clothing,14900,22800,14000,21600,24200
4074,Cynthia Williams,23,Female,East Bradley,NULL,NULL,Married,Public librarian,cardenascarl@example.org,Electronics,19900,25700,5800,6400,1800
3768,Timothy Stewart,47,Male,Murphyborough,NULL,NULL,Divorced,Company secretary,leonardbobby@example.net,Appliances,5500,14300,11000,19400,24400
9262,Antonio Cook,60,Female,Ryanville,NULL,NULL,Widowed,Higher education lecturer,uhicks@example.net,Furniture,19700,24300,8500,9800,11600
2368,William Scott,25,Other,West Joshua,NULL,NULL,Divorced,Sports coach,pearsonandrew@example.com,Other,14700,15800,2300,10600,12000
7212,Breanna Mullins,51,Other,Thomasview,NULL,NULL,Married,IT trainer,christopher12@example.org,Clothing,17200,22700,7100,7300,11900
4805,Matthew Parker,56,Female,South Rebekah,NULL,NULL,Widowed,Communications engineer,krystalvasquez@example.org,Books,5100,6400,13600,14200,10700
